INFO | 2024-9-26, 7:57 am > Logger Started |  
INFO | 2024-9-26, 8:05 am > Logger Started |  
INFO | 2024-9-26, 8:06 am > Logger Started |  
INFO | 2024-9-26, 8:12 am > Logger Started |  
INFO | 2024-9-26, 8:14 am > Logger Started |  
INFO | 2024-9-26, 8:14 am > Logger Started |  
INFO | 2024-9-26, 8:14 am > Logger Started |  
INFO | 2024-9-26, 8:14 am > Logger Started |  
INFO | 2024-9-26, 8:14 am > Logger Started |  
INFO | 2024-9-26, 8:14 am > Logger Started |  
INFO | 2024-9-26, 8:14 am > Logger Started |  
INFO | 2024-9-26, 8:14 am > Logger Started |  
INFO | 2024-9-26, 8:14 am > Logger Started |  
INFO | 2024-9-26, 8:14 am > Logger Started |  
INFO | 2024-9-26, 8:14 am > Logger Started |  
INFO | 2024-9-26, 8:14 am > Logger Started |  
INFO | 2024-9-26, 8:14 am > Logger Started |  
INFO | 2024-9-26, 8:14 am > Logger Started |  
INFO | 2024-9-26, 8:14 am > Logger Started |  
INFO | 2024-9-26, 8:14 am > Logger Started |  
INFO | 2024-9-26, 8:14 am > Logger Started |  
INFO | 2024-9-26, 8:14 am > Logger Started |  
INFO | 2024-9-26, 8:14 am > Logger Started |  
INFO | 2024-9-26, 8:14 am > Logger Started |  
INFO | 2024-9-26, 8:14 am > Logger Started |  
INFO | 2024-9-26, 8:14 am > Logger Started |  
INFO | 2024-9-26, 8:14 am > Logger Started |  
INFO | 2024-9-26, 8:14 am > Logger Started |  
INFO | 2024-9-26, 8:14 am > Logger Started |  
INFO | 2024-9-26, 8:14 am > Logger Started |  
INFO | 2024-9-26, 8:14 am > Logger Started |  
INFO | 2024-9-26, 8:14 am > Logger Started |  
INFO | 2024-9-26, 8:14 am > Logger Started |  
INFO | 2024-9-26, 8:15 am > Logger Started |  
INFO | 2024-9-26, 8:15 am > Logger Started |  
INFO | 2024-9-26, 8:15 am > Logger Started |  
INFO | 2024-9-26, 8:15 am > Logger Started |  
INFO | 2024-9-26, 8:15 am > Logger Started |  
INFO | 2024-9-26, 8:15 am > Logger Started |  
INFO | 2024-9-26, 8:15 am > Logger Started |  
INFO | 2024-9-26, 8:15 am > Logger Started |  
INFO | 2024-9-26, 8:15 am > Logger Started |  
INFO | 2024-9-26, 8:15 am > Logger Started |  
INFO | 2024-9-26, 8:15 am > Logger Started |  
INFO | 2024-9-26, 8:15 am > Logger Started |  
INFO | 2024-9-26, 8:15 am > Logger Started |  
INFO | 2024-9-26, 8:15 am > Logger Started |  
INFO | 2024-9-26, 8:15 am > Logger Started |  
INFO | 2024-9-26, 8:15 am > Logger Started |  
INFO | 2024-9-26, 8:15 am > Logger Started |  
INFO | 2024-9-26, 8:15 am > Logger Started |  
INFO | 2024-9-26, 8:15 am > Logger Started |  
INFO | 2024-9-26, 8:15 am > Logger Started |  
INFO | 2024-9-26, 8:15 am > Logger Started |  
INFO | 2024-9-26, 8:15 am > Logger Started |  
INFO | 2024-9-26, 8:15 am > Logger Started |  
INFO | 2024-9-26, 8:15 am > Logger Started |  
INFO | 2024-9-26, 8:15 am > Logger Started |  
INFO | 2024-9-26, 8:15 am > Logger Started |  
INFO | 2024-9-26, 8:15 am > Logger Started |  
INFO | 2024-9-26, 8:15 am > Logger Started |  
INFO | 2024-9-26, 8:15 am > Logger Started |  
INFO | 2024-9-26, 8:15 am > Logger Started |  
INFO | 2024-9-26, 8:15 am > Logger Started |  
INFO | 2024-9-26, 8:15 am > Logger Started |  
INFO | 2024-9-26, 10:19 am > Logger Started |  
INFO | 2024-9-26, 10:21 am > Logger Started |  
INFO | 2024-9-27, 3:32 am > Logger Started |  
INFO | 2024-9-27, 3:32 am > Logger Started |  
INFO | 2024-9-27, 3:32 am > Logger Started |  
INFO | 2024-9-27, 3:32 am > Logger Started |  
INFO | 2024-9-27, 3:32 am > Logger Started |  
INFO | 2024-9-27, 3:32 am > Logger Started |  
INFO | 2024-9-27, 3:34 am > Logger Started |  
INFO | 2024-9-27, 4:32 am > Logger Started |  
INFO | 2024-9-27, 4:52 am > Logger Started |  
INFO | 2024-9-27, 4:52 am > Logger Started |  
INFO | 2024-9-27, 4:52 am > Logger Started |  
INFO | 2024-9-27, 4:52 am > Logger Started |  
INFO | 2024-9-27, 4:52 am > Logger Started |  
INFO | 2024-9-27, 4:52 am > Logger Started |  
INFO | 2024-9-27, 4:52 am > Logger Started |  
INFO | 2024-9-27, 4:52 am > Logger Started |  
INFO | 2024-9-27, 4:52 am > Logger Started |  
INFO | 2024-9-27, 4:52 am > Logger Started |  
INFO | 2024-9-27, 4:52 am > Logger Started |  
INFO | 2024-9-27, 4:52 am > Logger Started |  
INFO | 2024-9-27, 4:52 am > Logger Started |  
INFO | 2024-9-27, 4:52 am > Logger Started |  
INFO | 2024-9-27, 4:52 am > Logger Started |  
INFO | 2024-9-27, 4:53 am > Logger Started |  
INFO | 2024-9-27, 4:53 am > Logger Started |  
INFO | 2024-9-27, 4:53 am > Logger Started |  
INFO | 2024-9-27, 4:53 am > Logger Started |  
INFO | 2024-9-27, 4:53 am > Logger Started |  
INFO | 2024-9-27, 4:53 am > Logger Started |  
INFO | 2024-9-27, 4:53 am > Logger Started |  
INFO | 2024-9-27, 4:53 am > Logger Started |  
INFO | 2024-9-27, 4:53 am > Logger Started |  
INFO | 2024-9-27, 4:53 am > Logger Started |  
INFO | 2024-9-27, 4:53 am > Logger Started |  
INFO | 2024-9-27, 4:53 am > Logger Started |  
INFO | 2024-9-27, 4:53 am > Logger Started |  
INFO | 2024-9-27, 4:53 am > Logger Started |  
INFO | 2024-9-27, 4:53 am > Logger Started |  
INFO | 2024-9-27, 4:53 am > Logger Started |  
INFO | 2024-9-27, 4:53 am > Logger Started |  
INFO | 2024-9-27, 4:53 am > Logger Started |  
INFO | 2024-9-27, 4:53 am > Logger Started |  
INFO | 2024-9-27, 4:53 am > Logger Started |  
INFO | 2024-9-27, 4:53 am > Logger Started |  
INFO | 2024-9-27, 4:53 am > Logger Started |  
INFO | 2024-9-27, 4:53 am > Logger Started |  
INFO | 2024-9-27, 4:53 am > Logger Started |  
INFO | 2024-9-27, 4:53 am > Logger Started |  
INFO | 2024-9-27, 4:53 am > Logger Started |  
INFO | 2024-9-27, 4:53 am > Logger Started |  
INFO | 2024-9-27, 4:53 am > Logger Started |  
INFO | 2024-9-27, 4:53 am > Logger Started |  
INFO | 2024-9-27, 4:53 am > Logger Started |  
INFO | 2024-9-27, 4:53 am > Logger Started |  
INFO | 2024-9-27, 4:53 am > Logger Started |  
INFO | 2024-9-27, 4:53 am > Logger Started |  
INFO | 2024-9-27, 4:53 am > Logger Started |  
INFO | 2024-9-27, 4:53 am > Logger Started |  
INFO | 2024-9-27, 4:53 am > Logger Started |  
INFO | 2024-9-27, 4:53 am > Logger Started |  
INFO | 2024-9-27, 4:53 am > Logger Started |  
INFO | 2024-9-27, 4:53 am > Logger Started |  
INFO | 2024-9-27, 4:53 am > Logger Started |  
INFO | 2024-9-27, 4:53 am > Logger Started |  
INFO | 2024-9-27, 4:53 am > Logger Started |  
INFO | 2024-9-27, 4:53 am > Logger Started |  
INFO | 2024-9-27, 4:53 am > Logger Started |  
INFO | 2024-9-27, 4:53 am > Logger Started |  
INFO | 2024-9-27, 4:53 am > Logger Started |  
INFO | 2024-9-27, 4:53 am > Logger Started |  
INFO | 2024-9-27, 4:53 am > Logger Started |  
INFO | 2024-9-27, 4:53 am > Logger Started |  
INFO | 2024-9-27, 4:53 am > Logger Started |  
INFO | 2024-9-27, 4:53 am > Logger Started |  
INFO | 2024-9-27, 4:53 am > Logger Started |  
INFO | 2024-9-27, 4:53 am > Logger Started |  
INFO | 2024-9-27, 4:53 am > Logger Started |  
INFO | 2024-9-27, 4:53 am > Logger Started |  
INFO | 2024-9-27, 4:53 am > Logger Started |  
INFO | 2024-9-27, 4:53 am > Logger Started |  
INFO | 2024-9-27, 4:53 am > Logger Started |  
INFO | 2024-9-27, 4:53 am > Logger Started |  
INFO | 2024-9-27, 4:53 am > Logger Started |  
INFO | 2024-9-27, 4:53 am > Logger Started |  
INFO | 2024-9-27, 4:53 am > Logger Started |  
INFO | 2024-9-27, 4:53 am > Logger Started |  
INFO | 2024-9-27, 4:53 am > Logger Started |  
INFO | 2024-9-27, 4:53 am > Logger Started |  
INFO | 2024-9-27, 4:53 am > Logger Started |  
INFO | 2024-9-27, 4:53 am > Logger Started |  
INFO | 2024-9-27, 4:53 am > Logger Started |  
INFO | 2024-9-27, 4:53 am > Logger Started |  
INFO | 2024-9-27, 4:53 am > Logger Started |  
INFO | 2024-9-27, 4:53 am > Logger Started |  
INFO | 2024-9-27, 4:53 am > Logger Started |  
INFO | 2024-9-27, 4:53 am > Logger Started |  
INFO | 2024-9-27, 4:53 am > Logger Started |  
INFO | 2024-9-27, 4:53 am > Logger Started |  
INFO | 2024-9-27, 4:53 am > Logger Started |  
INFO | 2024-9-27, 4:53 am > Logger Started |  
INFO | 2024-9-27, 4:53 am > Logger Started |  
INFO | 2024-9-27, 4:53 am > Logger Started |  
INFO | 2024-9-27, 5:13 am > Logger Started |  
INFO | 2024-9-27, 5:13 am > Logger Started |  
INFO | 2024-9-27, 5:13 am > Logger Started |  
INFO | 2024-9-27, 5:13 am > Logger Started |  
INFO | 2024-9-27, 5:13 am > Logger Started |  
INFO | 2024-9-27, 5:13 am > Logger Started |  
INFO | 2024-9-27, 5:13 am > Logger Started |  
INFO | 2024-9-27, 5:13 am > Logger Started |  
INFO | 2024-9-27, 5:13 am > Logger Started |  
INFO | 2024-9-27, 5:13 am > Logger Started |  
INFO | 2024-9-27, 5:13 am > Logger Started |  
INFO | 2024-9-27, 5:13 am > Logger Started |  
INFO | 2024-9-27, 5:13 am > Logger Started |  
INFO | 2024-9-27, 5:13 am > Logger Started |  
INFO | 2024-9-27, 5:13 am > Logger Started |  
INFO | 2024-9-27, 5:13 am > Logger Started |  
INFO | 2024-9-27, 5:13 am > Logger Started |  
INFO | 2024-9-27, 5:13 am > Logger Started |  
INFO | 2024-9-27, 5:13 am > Logger Started |  
INFO | 2024-9-27, 5:13 am > Logger Started |  
INFO | 2024-9-27, 5:13 am > Logger Started |  
INFO | 2024-9-27, 5:13 am > Logger Started |  
INFO | 2024-9-27, 5:13 am > Logger Started |  
INFO | 2024-9-27, 5:13 am > Logger Started |  
INFO | 2024-9-27, 5:13 am > Logger Started |  
INFO | 2024-9-27, 5:13 am > Logger Started |  
INFO | 2024-9-27, 5:13 am > Logger Started |  
INFO | 2024-9-27, 5:13 am > Logger Started |  
INFO | 2024-9-27, 5:13 am > Logger Started |  
INFO | 2024-9-27, 5:13 am > Logger Started |  
INFO | 2024-9-27, 5:13 am > Logger Started |  
INFO | 2024-9-27, 5:13 am > Logger Started |  
INFO | 2024-9-27, 5:13 am > Logger Started |  
INFO | 2024-9-27, 5:13 am > Logger Started |  
INFO | 2024-9-27, 5:13 am > Logger Started |  
INFO | 2024-9-27, 5:13 am > Logger Started |  
INFO | 2024-9-27, 5:13 am > Logger Started |  
INFO | 2024-9-27, 5:13 am > Logger Started |  
INFO | 2024-9-27, 5:13 am > Logger Started |  
INFO | 2024-9-27, 5:13 am > Logger Started |  
INFO | 2024-9-27, 5:13 am > Logger Started |  
INFO | 2024-9-27, 5:13 am > Logger Started |  
INFO | 2024-9-27, 5:13 am > Logger Started |  
INFO | 2024-9-27, 5:13 am > Logger Started |  
INFO | 2024-9-27, 5:13 am > Logger Started |  
INFO | 2024-9-27, 5:13 am > Logger Started |  
INFO | 2024-9-27, 5:13 am > Logger Started |  
INFO | 2024-9-27, 5:13 am > Logger Started |  
INFO | 2024-9-27, 5:13 am > Logger Started |  
INFO | 2024-9-27, 5:13 am > Logger Started |  
INFO | 2024-9-27, 5:13 am > Logger Started |  
INFO | 2024-9-27, 5:13 am > Logger Started |  
INFO | 2024-9-27, 5:13 am > Logger Started |  
INFO | 2024-9-27, 5:13 am > Logger Started |  
INFO | 2024-9-27, 5:13 am > Logger Started |  
INFO | 2024-9-27, 5:13 am > Logger Started |  
INFO | 2024-9-27, 5:13 am > Logger Started |  
INFO | 2024-9-27, 5:13 am > Logger Started |  
INFO | 2024-9-27, 5:13 am > Logger Started |  
INFO | 2024-9-27, 5:13 am > Logger Started |  
INFO | 2024-9-27, 5:13 am > Logger Started |  
INFO | 2024-9-27, 5:48 am > Logger Started |  
INFO | 2024-9-27, 5:48 am > Logger Started |  
INFO | 2024-9-27, 5:48 am > Logger Started |  
INFO | 2024-9-27, 7:28 am > Logger Started |  
INFO | 2024-9-27, 7:28 am > Logger Started |  
INFO | 2024-9-27, 7:28 am > Logger Started |  
INFO | 2024-9-27, 7:59 am > Logger Started |  
